clusters,wcss
27936, 14579
27937, 6071
27938, 15764
27939, 1380
27940, 13359
27941, 681
27942, 15314
27943, 9808
27944, 5818
27945, 2621
27946, 2365
27947, 10378
27948, 14082
27949, 14542
27950, 15603
27951, 8032
27952, 12950
27953, 5788
27954, 3822
27955, 7700
27956, 12675
27957, 14800
27958, 8934
27959, 1343
27960, 14539
27961, 9497
27962, 15906
27963, 3179
27964, 15912
27965, 12946
27966, 7503
27967, 10274
27968, 5990
27969, 9534
27970, 13856
27971, 14745
27972, 10061
27973, 1163
27974, 12553
27975, 3001
27976, 13555
27977, 3306
27978, 364
27979, 7790
27980, 12913
27981, 770
27982, 13566
27983, 11670
27984, 6093
27985, 5363
27986, 7939
27987, 12618
27988, 9034
27989, 9463
27990, 3568
27991, 11580
27992, 12418
27993, 8901
27994, 8666
27995, 4161
27996, 2763
27997, 3210
27998, 10150
27999, 477
28000, 301
28001, 5772
28002, 14102
28003, 13284
28004, 14589
28005, 8582
28006, 9374
28007, 399
28008, 5577
28009, 9788
28010, 15378
28011, 2870
28012, 9667
28013, 11388
28014, 11726
28015, 13649
28016, 15568
28017, 4110
28018, 7945
28019, 9565
28020, 5527
28021, 7187
28022, 15069
28023, 8503
28024, 1418
28025, 14404
28026, 6409
28027, 6562
28028, 12239
28029, 4762
28030, 15274
28031, 1936
28032, 5442
28033, 10555
28034, 7559
28035, 825
28036, 7389
28037, 9215
28038, 3073
28039, 1468
28040, 6356
28041, 2332
28042, 14613
28043, 2456
28044, 7178
28045, 1570
28046, 14640
28047, 8169
28048, 6448
28049, 4740
28050, 11658
28051, 2056
28052, 13535
28053, 10869
28054, 2460
28055, 11766
28056, 3300
28057, 5744
28058, 14484
28059, 13878
28060, 11272
28061, 5852
28062, 11966
28063, 1237
28064, 11059
28065, 12030
28066, 3796
28067, 896
28068, 15519
28069, 11053
28070, 12684
28071, 890
28072, 11389
28073, 7475
28074, 2262
28075, 9795
28076, 11110
28077, 1793
28078, 9106
28079, 12405
28080, 13838
28081, 10873
28082, 1105
28083, 9770
28084, 15052
28085, 15265
28086, 11896
28087, 14991
28088, 8968
28089, 10006
28090, 1105
28091, 7375
28092, 3419
28093, 12498
28094, 2220
28095, 1840
28096, 10979
28097, 12751
28098, 12421
28099, 3982
28100, 6442
28101, 5312
28102, 6827
28103, 4351
28104, 8314
28105, 15975
28106, 1535
28107, 12055
28108, 9402
28109, 15261
28110, 13871
28111, 1939
28112, 8731
28113, 887
28114, 10833
28115, 330
28116, 8407
28117, 14268
28118, 9269
28119, 9798
28120, 13034
28121, 3074
28122, 12457
28123, 5471
28124, 9816
28125, 1707
28126, 13536
28127, 3200
28128, 9906
28129, 1491
28130, 310
28131, 2859
28132, 3228
28133, 14231
28134, 12936
28135, 10502
28136, 8329
28137, 6653
28138, 7102
28139, 3357
28140, 8503
28141, 3334
28142, 13463
28143, 125
28144, 13518
28145, 11457
28146, 14323
28147, 13795
28148, 12985
28149, 4122
28150, 5994
28151, 5845
28152, 5892
28153, 10983
28154, 6962
28155, 11413
28156, 8154
28157, 15537
28158, 6666
28159, 1921
28160, 6090
28161, 7562
28162, 8622
28163, 6059
28164, 12029
28165, 5675
28166, 13726
28167, 9693
28168, 15813
28169, 3930
28170, 11180
28171, 3190
28172, 1523
28173, 7991
28174, 14631
28175, 9258
28176, 13042
28177, 1704
28178, 6519
28179, 3261
28180, 13612
28181, 615
28182, 13516
28183, 1664
28184, 12375
28185, 12751
28186, 1601
28187, 14128
28188, 427
28189, 15885
28190, 9445
28191, 1113
28192, 13270
28193, 639
28194, 4626
28195, 12341
28196, 4195
28197, 12916
28198, 10271
28199, 8074
28200, 11643
28201, 240
28202, 8803
28203, 11422
28204, 9
28205, 3256
28206, 7072
28207, 12805
28208, 12955
28209, 14577
28210, 3059
28211, 14004
28212, 1369
28213, 11786
28214, 10998
28215, 2135
28216, 5815
28217, 9672
28218, 3629
28219, 10020
28220, 1516
28221, 1418
28222, 12830
28223, 14246
28224, 8502
28225, 7862
28226, 15399
28227, 6754
28228, 6089
28229, 11567
28230, 6013
28231, 8002
28232, 11496
28233, 6338
28234, 9053
28235, 4881
28236, 14951
28237, 15635
28238, 1054
28239, 5977
28240, 10108
28241, 8461
28242, 12246
28243, 3161
28244, 3161
28245, 3058
28246, 8123
28247, 14759
28248, 5325
28249, 1143
28250, 7809
28251, 11678
28252, 9782
28253, 7011
28254, 14335
28255, 5437
28256, 10584
28257, 8524
28258, 2770
28259, 15022
28260, 10187
28261, 4061
28262, 2284
28263, 2646
28264, 9697
28265, 14637
28266, 391
28267, 11909
28268, 3913
28269, 9603
28270, 51
28271, 8390
28272, 5986
28273, 588
28274, 715
28275, 2619
28276, 7723
28277, 12965
28278, 3582
28279, 12584
28280, 12666
28281, 12033
28282, 15407
28283, 5330
28284, 12691
28285, 7258
28286, 12061
28287, 14031
28288, 13063
28289, 9518
28290, 2430
28291, 10556
28292, 2727
28293, 12018
28294, 2326
28295, 12025
28296, 14567
28297, 15319
28298, 2917
28299, 10363
28300, 13869
28301, 9675
28302, 12740
28303, 5728
28304, 3466
28305, 10938
28306, 15961
28307, 4025
28308, 11814
28309, 14139
28310, 11476
28311, 7059
28312, 13694
28313, 14445
28314, 2289
28315, 1315
28316, 15599
28317, 4871
28318, 13650
28319, 377
28320, 4888
28321, 5968
28322, 897
28323, 8421
28324, 266
28325, 9614
28326, 7149
28327, 11152
28328, 12602
28329, 9146
28330, 15642
28331, 1569
28332, 304
28333, 6507
28334, 9820
28335, 3159
28336, 681
28337, 7483
28338, 3644
28339, 12965
28340, 12777
28341, 7376
28342, 9741
28343, 14239
28344, 1581
28345, 4367
28346, 14758
28347, 11704
28348, 14392
28349, 15664
28350, 257
28351, 1940
28352, 14442
28353, 3452
28354, 7444
28355, 3975
28356, 2091
28357, 13069
28358, 9274
28359, 12041
28360, 15921
28361, 7507
28362, 14160
28363, 7208
28364, 10054
28365, 6878
28366, 5257
28367, 298
28368, 6830
28369, 13976
28370, 7156
28371, 7468
28372, 3286
28373, 15927
28374, 11168
28375, 6735
28376, 8898
28377, 13651
28378, 642
28379, 2541
28380, 1099
28381, 6852
28382, 4023
28383, 11074
28384, 15219
28385, 13632
28386, 8475
28387, 12072
28388, 10728
28389, 10576
28390, 3922
28391, 5165
28392, 14674
28393, 8917
28394, 7195
28395, 2975
28396, 6148
28397, 2284
28398, 12623
28399, 658
28400, 11932
28401, 13820
28402, 5180
28403, 11609
28404, 10278
28405, 11152
28406, 13823
28407, 15846
28408, 4122
28409, 13193
28410, 7154
28411, 11357
28412, 6993
28413, 14401
28414, 7503
28415, 11999
28416, 3720
28417, 9497
28418, 12554
28419, 13824
28420, 13991
28421, 8383
28422, 12901
28423, 9156
28424, 14811
28425, 10657
28426, 10944
28427, 12439
28428, 14641
28429, 10439
28430, 5922
28431, 12579
28432, 14838
28433, 1283
28434, 14830
28435, 2835
28436, 5401
28437, 9449
28438, 783
28439, 15019
28440, 12194
28441, 391
28442, 1015
28443, 6943
28444, 7277
28445, 14234
28446, 15649
28447, 3401
28448, 1826
28449, 12846
28450, 14273
28451, 13878
28452, 12683
28453, 15705
28454, 13856
28455, 10571
28456, 5907
28457, 7863
28458, 2353
28459, 11548
28460, 6947
28461, 15623
28462, 14402
28463, 6913
28464, 11570
28465, 11409
28466, 11580
28467, 6282
28468, 10334
28469, 3178
28470, 10347
28471, 11843
28472, 13505
28473, 15336
28474, 1015
28475, 12307
28476, 8404
28477, 8692
28478, 8955
28479, 7333
28480, 7269
28481, 12140
28482, 2777
28483, 6013
28484, 5195
28485, 8125
28486, 13572
28487, 12049
28488, 3627
28489, 12641
28490, 15550
28491, 7629
28492, 9089
28493, 14185
28494, 3348
28495, 6108
28496, 7579
28497, 13076
28498, 1741
28499, 10613
28500, 2479
28501, 3647
28502, 10562
28503, 8412
28504, 10945
28505, 12955
28506, 11206
28507, 2538
28508, 15687
28509, 2426
28510, 15847
28511, 11257
28512, 2557
28513, 7356
28514, 8004
28515, 15215
28516, 14635
28517, 3299
28518, 7782
28519, 9444
28520, 9672
28521, 9456
28522, 4117
28523, 10948
28524, 5582
28525, 13632
28526, 6049
28527, 11846
28528, 12576
28529, 8480
28530, 12295
28531, 766
28532, 6091
28533, 11428
28534, 15990
28535, 4014
28536, 9321
28537, 10990
28538, 13571
28539, 15193
28540, 5691
28541, 11271
28542, 3996
28543, 2239
28544, 9502
28545, 1745
28546, 12600
28547, 15266
28548, 1725
28549, 13921
28550, 9844
28551, 7902
28552, 8517
28553, 13625
28554, 3543
28555, 69
28556, 14840
28557, 1577
28558, 15094
28559, 9551
28560, 8933
28561, 11742
28562, 1497
28563, 5833
28564, 15400
28565, 15816
28566, 6256
28567, 13215
28568, 12767
28569, 5177
28570, 3467
28571, 13789
28572, 1225
28573, 5630
28574, 15267
28575, 7149
28576, 3718
28577, 15641
28578, 8692
28579, 13657
28580, 13615
28581, 15045
28582, 2238
28583, 3528
28584, 10915
28585, 11642
28586, 6450
28587, 14279
28588, 6045
28589, 7854
28590, 13330
28591, 2424
28592, 8461
28593, 4310
28594, 7366
28595, 2236
28596, 3047
28597, 5614
28598, 8113
28599, 9028
28600, 3386
28601, 3571
28602, 13685
28603, 13132
28604, 7866
28605, 454
28606, 8663
28607, 7266
28608, 2509
28609, 3061
28610, 15373
28611, 8064
28612, 15074
28613, 12490
28614, 15574
28615, 7278
28616, 259
28617, 178
28618, 7715
28619, 8425
28620, 8666
28621, 8930
28622, 2168
28623, 10053
28624, 2306
28625, 2047
28626, 12298
28627, 12549
28628, 15319
28629, 15619
28630, 12689
28631, 626
28632, 14769
28633, 12114
28634, 7196
28635, 12379
28636, 3584
28637, 5613
28638, 9136
28639, 14586
28640, 9864
28641, 11044
28642, 8996
28643, 7134
28644, 4308
28645, 4
28646, 2348
28647, 13516
28648, 8019
28649, 3208
28650, 4416
28651, 10490
28652, 7513
28653, 2341
28654, 2885
28655, 6359
28656, 10362
28657, 772
28658, 13868
28659, 7484
28660, 639
28661, 1810
28662, 3598
28663, 11333
28664, 6941
28665, 10982
28666, 9208
28667, 12960
28668, 9918
28669, 297
28670, 12974
28671, 1522
28672, 6520
28673, 10633
28674, 7978
28675, 13615
28676, 10578
28677, 14021
28678, 7472
28679, 9648
28680, 15289
28681, 28
28682, 10016
28683, 13557
28684, 12898
28685, 4995
28686, 7673
28687, 3108
28688, 160
28689, 3833
28690, 1636
28691, 14201
28692, 11263
28693, 3977
28694, 14580
28695, 9822
28696, 10970
28697, 4217
28698, 2464
28699, 12352
28700, 2874
28701, 12870
28702, 6979
28703, 14577
28704, 14703
28705, 8009
28706, 14644
28707, 6048
28708, 979
28709, 7559
28710, 15570
28711, 1936
28712, 13678
28713, 11624
28714, 659
28715, 7918
28716, 14030
28717, 5688
28718, 13181
28719, 6631
28720, 9367
28721, 897
28722, 15385
28723, 2580
28724, 1167
28725, 9333
28726, 3832
28727, 13699
28728, 7328
28729, 3648
28730, 771
28731, 3661
28732, 13031
28733, 13946
28734, 6272
28735, 12184
28736, 14499
28737, 4703
28738, 15467
28739, 5320
28740, 3419
28741, 6924
28742, 3248
28743, 12853
28744, 15264
28745, 5675
28746, 727
28747, 9262
28748, 14171
28749, 2093
28750, 7290
28751, 10401
28752, 12870
28753, 8332
28754, 13270
28755, 15589
28756, 11561
28757, 9102
28758, 6894
28759, 6655
28760, 6320
28761, 6975
28762, 10962
28763, 8849
28764, 10400
28765, 15203
28766, 9968
28767, 2914
28768, 11084
28769, 12997
28770, 6569
28771, 13249
28772, 5865
28773, 1249
28774, 13464
28775, 1125
28776, 13472
28777, 9636
28778, 10433
28779, 11489
28780, 7637
28781, 15535
28782, 13230
28783, 873
28784, 6994
28785, 1230
28786, 14424
28787, 12205
28788, 6045
28789, 11335
28790, 374
28791, 9596
28792, 13459
28793, 6148
28794, 6462
28795, 3306
28796, 845
28797, 15306
28798, 4987
28799, 2415
28800, 8824
28801, 14567
28802, 14445
28803, 7286
28804, 2305
28805, 10077
28806, 1508
28807, 14301
28808, 10279
28809, 1600
28810, 598
28811, 12655
28812, 5621
28813, 5156
28814, 12265
28815, 12098
28816, 3498
28817, 3815
28818, 1082
28819, 4123
28820, 13744
28821, 14700
28822, 8240
28823, 6562
28824, 10748
28825, 9513
28826, 9479
28827, 7152
28828, 11048
28829, 4553
28830, 15562
28831, 15281
28832, 5720
28833, 8631
28834, 7676
28835, 9589
28836, 2613
28837, 11989
28838, 2975
28839, 3017
28840, 7054
28841, 10571
28842, 13608
28843, 2243
28844, 10640
28845, 933
28846, 6936
28847, 9336
28848, 10629
28849, 1319
28850, 12684
28851, 2838
28852, 6084
28853, 10274
28854, 12787
28855, 15849
28856, 15483
28857, 9706
28858, 8688
28859, 4076
28860, 6739
28861, 289
28862, 4759
28863, 7942
28864, 636
28865, 6782
28866, 3963
28867, 9033
28868, 4226
28869, 8079
28870, 13634
28871, 9328
28872, 1462
28873, 11439
28874, 14379
28875, 1579
28876, 7273
28877, 2337
28878, 11162
28879, 9633
28880, 14674
28881, 2560
28882, 10788
28883, 8629
28884, 11529
28885, 15505
28886, 12937
28887, 6563
28888, 13878
28889, 2255
28890, 7759
28891, 5901
28892, 2323
28893, 2897
28894, 9203
28895, 7693
28896, 565
28897, 5394
28898, 11372
28899, 5267
28900, 11432
28901, 2995
28902, 15141
28903, 6250
28904, 8174
28905, 12205
28906, 4291
28907, 8783
28908, 4764
28909, 14364
28910, 10163
28911, 4813
28912, 9048
28913, 701
28914, 8686
28915, 15496
28916, 3096
28917, 2494
28918, 10800
28919, 7483
28920, 7745
28921, 9542
28922, 9547
28923, 6457
28924, 3262
28925, 7190
28926, 14647
28927, 13286
28928, 6368
28929, 14488
28930, 15472
28931, 14547
28932, 6616
28933, 12708
28934, 10143
28935, 12997
28936, 2787
28937, 11049
28938, 13905
28939, 6568
28940, 10018
28941, 7036
28942, 8480
28943, 9851
28944, 11741
28945, 13712
28946, 3013
28947, 11874
28948, 11592
28949, 6285
28950, 13007
28951, 9378
28952, 15284
28953, 3482
28954, 8665
28955, 5765
28956, 15500
28957, 12600
28958, 266
28959, 14630
28960, 12870
28961, 10309
28962, 14690
28963, 11439
28964, 11851
28965, 11706
28966, 6068
28967, 6482
28968, 7233
28969, 10041
28970, 15021
28971, 10459
28972, 15504
28973, 395
28974, 12193
28975, 15981
28976, 1763
28977, 15547
28978, 3191
28979, 13779
28980, 13882
28981, 13380
28982, 1897
28983, 819
28984, 11536
28985, 10261
28986, 960
28987, 6188
28988, 6143
28989, 8310
28990, 2867
28991, 15901
28992, 7512
28993, 10997
28994, 13916
28995, 7266
28996, 2751
28997, 14626
28998, 11466
28999, 11906
29000, 8222
29001, 1352
29002, 12368
29003, 11580
29004, 2164
29005, 6654
29006, 2364
29007, 2174
29008, 12392
29009, 11098
29010, 15380
29011, 3525
29012, 11516
29013, 14084
29014, 7816
29015, 3864
29016, 3213
29017, 11797
29018, 15207
29019, 12388
29020, 11439
29021, 11233
29022, 5392
29023, 13758
29024, 12863
29025, 14714
29026, 9933
29027, 10708
29028, 4159
29029, 10134
29030, 14139
29031, 5508
29032, 11222
29033, 13237
29034, 5127
29035, 8217
29036, 7135
29037, 8863
29038, 13169
29039, 6037
29040, 6071
29041, 669
29042, 1207
29043, 13110
29044, 11549
29045, 520
29046, 620
29047, 13376
29048, 5830
29049, 1798
29050, 7005
29051, 4858
29052, 15767
29053, 507
29054, 9588
29055, 9702
29056, 9548
29057, 9318
29058, 6048
29059, 179
29060, 1987
29061, 4802
29062, 10550
29063, 6290
29064, 10959
29065, 52
29066, 2207
29067, 2773
29068, 11310
29069, 188
29070, 1542
29071, 11053
29072, 13634
29073, 13944
29074, 925
29075, 11606
29076, 4194
29077, 14633
29078, 13172
29079, 4232
29080, 15820
29081, 14932
29082, 2620
29083, 13998
29084, 8688
29085, 8730
29086, 5710
29087, 9626
29088, 14508
29089, 14581
29090, 9384
29091, 13819
29092, 2816
29093, 13827
29094, 8630
29095, 15247
29096, 13275
29097, 9293
29098, 15153
29099, 1687
29100, 4088
29101, 8044
29102, 3231
29103, 9352
29104, 7251
29105, 11049
29106, 8265
29107, 7253
29108, 8637
29109, 1678
29110, 3333
29111, 14289
29112, 7664
29113, 9349
29114, 1293
29115, 2225
29116, 3287
29117, 2225
29118, 8406
29119, 701
29120, 1724
29121, 15376
29122, 7770
29123, 13805
29124, 7428
29125, 4169
29126, 5052
29127, 13256
29128, 8233
29129, 11507
29130, 10850
29131, 11934
29132, 13496
29133, 5200
29134, 15186
29135, 2319
29136, 13966
29137, 9803
29138, 15501
29139, 3130
29140, 14223
29141, 4995
29142, 9009
29143, 7978
29144, 11374
29145, 1741
29146, 7546
29147, 7452
29148, 589
29149, 9518
29150, 14141
29151, 8957
29152, 13225
29153, 15187
29154, 14930
29155, 5577
29156, 11110
29157, 11767
29158, 2591
29159, 2308
29160, 6303
29161, 2362
29162, 10139
29163, 1558
29164, 13341
29165, 2247
29166, 14239
29167, 2703
29168, 12464
29169, 565
29170, 13086
29171, 15049
29172, 9333
29173, 15341
29174, 14689
29175, 2523
29176, 12499
29177, 7863
29178, 12042
29179, 476
29180, 9153
29181, 8643
29182, 11223
29183, 5687
29184, 2679
29185, 102
29186, 10106
29187, 5573
29188, 8371
29189, 2647
29190, 3298
29191, 6879
29192, 3004
29193, 15413
29194, 2874
29195, 5109
29196, 15415
29197, 1710
29198, 14445
29199, 13692
29200, 12280
29201, 13334
29202, 2087
29203, 7585
29204, 12481
29205, 9019
29206, 989
29207, 4022
29208, 3185
29209, 8564
29210, 5394
29211, 12613
29212, 15273
29213, 12909
29214, 555
29215, 12591
29216, 7128
29217, 15510
29218, 8390
29219, 11974
29220, 3863
29221, 7512
29222, 12659
29223, 13628
29224, 3636
29225, 11639
29226, 2067
29227, 5199
29228, 4809
29229, 6750
29230, 1158
29231, 9374
29232, 8219
29233, 14486
29234, 14369
29235, 15180
29236, 11658
29237, 11245
29238, 10482
29239, 9341
29240, 9338
29241, 6077
29242, 8039
29243, 7093
29244, 9313
29245, 6343
29246, 15850
29247, 14062
29248, 12869
29249, 3266
29250, 9289
29251, 1291
29252, 14954
29253, 12736
29254, 11373
29255, 885
29256, 5605
29257, 6022
29258, 11286
29259, 15022
29260, 14041
29261, 2452
29262, 7468
29263, 6158
29264, 10034
29265, 6060
29266, 283
29267, 2632
29268, 1526
29269, 12274
29270, 11316
29271, 13943
29272, 12025
29273, 4816
29274, 7730
29275, 13046
29276, 5342
29277, 10294
29278, 1025
29279, 3595
29280, 10578
29281, 12137
29282, 8110
29283, 1235
29284, 15836
29285, 7581
29286, 11659
29287, 11207
29288, 8743
29289, 13598
29290, 10459
29291, 9039
29292, 3708
29293, 10274
29294, 7320
29295, 9760
29296, 14305
29297, 2506
29298, 12125
29299, 2662
29300, 3051
29301, 12206
29302, 12284
29303, 15681
29304, 10196
29305, 7659
29306, 9230
29307, 7993
29308, 6436
29309, 15630
29310, 435
29311, 673
29312, 3782
29313, 15628
29314, 6955
29315, 7646
29316, 6854
29317, 1339
29318, 5390
29319, 6040
29320, 15586
29321, 8056
29322, 2253
29323, 12555
29324, 15330
29325, 491
29326, 1835
29327, 6134
29328, 1946
29329, 10854
29330, 340
29331, 8919
29332, 15187
29333, 5462
29334, 1644
29335, 10344
29336, 2540
29337, 11391
29338, 13259
29339, 3796
29340, 3826
29341, 11708
29342, 9848
29343, 11773
29344, 15791
29345, 6656
29346, 6298
29347, 2259
29348, 12532
29349, 2640
29350, 14638
29351, 11426
29352, 12148
29353, 6109
29354, 15827
29355, 2883
29356, 7289
29357, 6035
29358, 13613
29359, 13991
29360, 7734
29361, 9975
29362, 4149
29363, 5809
29364, 5966
29365, 3238
29366, 11678
29367, 9844
29368, 410
29369, 8647
29370, 11762
29371, 4986
29372, 3246
29373, 12666
29374, 6152
29375, 1279
29376, 13499
29377, 8650
29378, 2380
29379, 4128
29380, 1388
29381, 1387
29382, 10270
29383, 4929
29384, 13826
29385, 144
29386, 2947
29387, 7401
29388, 861
29389, 2746
29390, 14893
29391, 15725
29392, 6933
29393, 6846
29394, 6719
29395, 5621
29396, 2030
29397, 6384
29398, 11896
29399, 11823
29400, 2995
29401, 11472
29402, 12194
29403, 455
29404, 8724
29405, 6498
29406, 15958
29407, 10840
29408, 9681
29409, 711
29410, 6261
29411, 6853
29412, 7603
29413, 9607
29414, 6444
29415, 15526
29416, 14134
29417, 10809
29418, 3070
29419, 13064
29420, 8990
29421, 15883
29422, 1478
29423, 15431
29424, 4218
29425, 6562
29426, 925
29427, 2400
29428, 2784
29429, 2217
29430, 3082
29431, 1613
29432, 8263
29433, 10005
29434, 8082
29435, 9451
29436, 3528
29437, 14498
29438, 14559
29439, 8686
29440, 1185
29441, 10016
29442, 1494
29443, 6232
29444, 13621
29445, 9928
29446, 12483
29447, 12659
29448, 10029
29449, 1652
29450, 7819
29451, 5980
29452, 3556
29453, 4234
29454, 1655
29455, 7426
29456, 869
29457, 8343
29458, 4759
29459, 10776
29460, 7415
29461, 639
29462, 14522
29463, 12928
29464, 9980
29465, 13695
29466, 13442
29467, 15360
29468, 11768
29469, 13341
29470, 5389
29471, 1610
29472, 6388
29473, 2003
29474, 12323
29475, 7421
29476, 10929
29477, 3745
29478, 9966
29479, 8312
29480, 3718
29481, 11397
29482, 766
29483, 3973
29484, 11445
29485, 3862
29486, 7302
29487, 1935
29488, 9416
29489, 241
29490, 13938
29491, 9228
29492, 11027
29493, 4016
29494, 2324
29495, 2804
29496, 8926
29497, 14180
29498, 7369
29499, 12831
29500, 2567
29501, 9871
29502, 7176
29503, 9274
29504, 6628
29505, 3217
29506, 13051
29507, 11610
29508, 14736
29509, 9864
29510, 6691
29511, 1211
29512, 9781
29513, 7164
29514, 8101
29515, 6557
29516, 12334
29517, 5393
29518, 8784
29519, 11642
29520, 2047
29521, 7404
29522, 6990
29523, 1478
29524, 3415
29525, 11270
29526, 5275
29527, 8894
29528, 4312
29529, 13243
29530, 6481
29531, 2049
29532, 8000
29533, 1430
29534, 12465
29535, 4814
29536, 12560
29537, 15203
29538, 6741
29539, 419
29540, 15664
29541, 14915
29542, 992
29543, 7105
29544, 14369
29545, 11648
29546, 13282
29547, 1251
29548, 7278
29549, 2817
29550, 2691
29551, 13988
29552, 2582
29553, 4695
29554, 6356
29555, 11328
29556, 4205
29557, 15285
29558, 11715
29559, 13999
29560, 13590
29561, 3238
29562, 1836
29563, 2632
29564, 12161
29565, 2302
29566, 14320
29567, 8693
29568, 7227
29569, 14972
29570, 10065
29571, 8771
29572, 10307
29573, 6504
29574, 6639
29575, 15106
29576, 5238
29577, 12768
29578, 11067
29579, 6986
29580, 15558
29581, 7236
29582, 7807
29583, 8177
29584, 1384
29585, 2466
29586, 12534
29587, 12191
29588, 14584
29589, 13921
29590, 9448
29591, 7371
29592, 14838
29593, 15791
29594, 3822
29595, 9142
29596, 11241
29597, 8332
29598, 2805
29599, 6345
29600, 15235
29601, 2372
29602, 6090
29603, 13009
29604, 1851
29605, 4298
29606, 8927
29607, 7426
29608, 7695
29609, 800
29610, 3253
29611, 9109
29612, 15715
29613, 10739
29614, 7955
29615, 1283
29616, 11012
29617, 3708
29618, 6762
29619, 11213
29620, 2373
29621, 10857
29622, 802
29623, 1933
29624, 8318
29625, 10023
29626, 13861
29627, 14840
29628, 13397
29629, 1315
29630, 12639
29631, 7437
29632, 12043
29633, 7940
29634, 1545
29635, 8593
29636, 235
29637, 7128
29638, 10043
29639, 1644
29640, 14231
29641, 3417
29642, 12937
29643, 8825
29644, 844
29645, 15234
29646, 3799
29647, 12602
29648, 11390
29649, 11501
29650, 6954
29651, 6954
29652, 8361
29653, 1928
29654, 7584
29655, 8821
29656, 6821
29657, 8120
29658, 6227
29659, 6228
29660, 13212
29661, 771
29662, 9246
29663, 7546
29664, 13321
29665, 35
29666, 10376
29667, 2049
29668, 9461
29669, 13777
29670, 8053
29671, 13459
29672, 6145
29673, 12843
29674, 14102
29675, 15759
29676, 4108
29677, 15049
29678, 4061
29679, 2136
29680, 6154
29681, 1055
29682, 15694
29683, 5834
29684, 11101
29685, 3592
29686, 7808
29687, 12432
29688, 8470
29689, 14757
29690, 10144
29691, 6662
29692, 13823
29693, 6915
29694, 9305
29695, 7181
29696, 1030
29697, 15438
29698, 4682
29699, 10030
29700, 14478
29701, 8783
29702, 15052
29703, 2204
29704, 7666
29705, 4811
29706, 14299
29707, 10059
29708, 4185
29709, 11160
29710, 4078
29711, 3188
29712, 2200
29713, 9155
29714, 14736
29715, 399
29716, 3736
29717, 15540
29718, 10113
29719, 1028
29720, 12490
29721, 15166
29722, 975
29723, 13663
29724, 14888
29725, 7967
29726, 7664
29727, 15493
29728, 5187
29729, 8671
29730, 6968
29731, 9759
29732, 5257
29733, 14384
29734, 1498
29735, 6885
29736, 6014
29737, 13036
29738, 11008
29739, 5047
29740, 5795
29741, 7094
29742, 7692
29743, 14818
29744, 5672
29745, 2814
29746, 2504
29747, 11296
29748, 1808
29749, 15905
29750, 333
29751, 14788
29752, 7426
29753, 3325
29754, 2366
29755, 8549
29756, 15455
29757, 10730
29758, 8389
29759, 7925
29760, 1995
29761, 10178
29762, 10453
29763, 67
29764, 12123
29765, 10823
29766, 12026
29767, 1447
29768, 6691
29769, 11561
29770, 912
29771, 12496
29772, 14033
29773, 5341
29774, 10453
29775, 1514
29776, 3884
29777, 12817
29778, 7990
29779, 9321
29780, 8090
29781, 2004
29782, 7836
29783, 13506
29784, 11639
29785, 4759
29786, 4289
29787, 7018
29788, 14065
29789, 936
29790, 11878
29791, 10805
29792, 11909
29793, 7938
29794, 11301
29795, 2725
29796, 4545
29797, 13855
29798, 11915
29799, 4935
29800, 10799
29801, 13358
29802, 8764
29803, 5094
29804, 14121
29805, 2478
29806, 12201
29807, 15071
29808, 11803
29809, 9688
29810, 7730
29811, 1450
29812, 12629
29813, 6118
29814, 14824
29815, 11641
29816, 13513
29817, 13365
29818, 10949
29819, 13090
29820, 8020
29821, 4229
29822, 14686
29823, 7432
29824, 10487
29825, 6663
29826, 8350
29827, 963
29828, 12743
29829, 2291
29830, 13219
29831, 12661
29832, 9011
29833, 3581
29834, 15436
29835, 11283
29836, 9587
29837, 7547
29838, 12669
29839, 10391
29840, 6447
29841, 8826
29842, 13561
29843, 13030
29844, 15649
29845, 13526
29846, 15598
29847, 10799
29848, 9430
29849, 11846
29850, 9073
29851, 10285
29852, 6305
29853, 11917
29854, 10099
29855, 7007
29856, 1325
29857, 12585
29858, 9518
29859, 5707
29860, 11392
29861, 4106
29862, 7855
29863, 4235
29864, 14755
29865, 15354
29866, 9683
29867, 15012
29868, 14199
29869, 13144
29870, 15102
29871, 4044
29872, 14484
29873, 1975
29874, 15857
29875, 4253
29876, 8477
29877, 2635
29878, 14117
29879, 8763
29880, 11988
29881, 15936
29882, 1860
29883, 8325
29884, 6869
29885, 12061
29886, 13228
29887, 15754
29888, 6617
29889, 15913
29890, 6421
29891, 8954
29892, 8425
29893, 5519
29894, 8213
29895, 13291
29896, 7792
29897, 9432
29898, 6004
29899, 15769
29900, 14512
29901, 11283
29902, 2929
29903, 15602
29904, 13106
29905, 10817
29906, 15801
29907, 12883
29908, 12329
29909, 13198
29910, 2319
29911, 7062
29912, 9015
29913, 1299
29914, 3890
29915, 1854
29916, 7171
29917, 8875
29918, 10076
29919, 13571
29920, 11236
29921, 7668
29922, 12275
29923, 14766
29924, 10967
29925, 3303
29926, 7969
29927, 2332
29928, 15870
29929, 811
29930, 2438
29931, 15657
29932, 7444
29933, 887
29934, 9921
29935, 11163
29936, 2861
29937, 3359
29938, 6682
29939, 3351
29940, 407
29941, 636
29942, 3865
29943, 6188
29944, 14376
29945, 1478
29946, 3349
29947, 2605
29948, 7899
29949, 6707
29950, 8077
