clusters,wcss
59034, 1606
59035, 2536
59036, 11778
59037, 10905
59038, 14640
59039, 3781
59040, 3443
59041, 8667
59042, 3404
59043, 3404
59044, 3643
59045, 13791
59046, 3294
59047, 13549
59048, 2270
59049, 7352
59050, 13027
59051, 10416
59052, 8986
59053, 1972
59054, 8875
59055, 2805
59056, 3167
59057, 8348
59058, 11940
59059, 5500
59060, 13006
59061, 15575
59062, 14569
59063, 2277
59064, 10839
59065, 2047
59066, 11621
59067, 1692
59068, 7288
59069, 220
59070, 1235
59071, 14189
59072, 11799
59073, 8880
59074, 7080
59075, 13571
59076, 1862
59077, 11495
59078, 14220
59079, 1070
59080, 11784
59081, 4200
59082, 12816
59083, 9148
59084, 1078
59085, 12758
59086, 13042
59087, 2308
59088, 11486
59089, 14277
59090, 14809
59091, 14004
59092, 14004
59093, 7076
59094, 15319
59095, 8842
59096, 15764
59097, 3752
59098, 14132
59099, 5627
59100, 12000
59101, 11546
59102, 10766
59103, 11677
59104, 8207
59105, 6892
59106, 5451
59107, 5108
59108, 14137
59109, 2553
59110, 11518
59111, 9030
59112, 10069
59113, 13490
59114, 8399
59115, 7431
59116, 8415
59117, 8972
59118, 13550
59119, 8668
59120, 14023
59121, 937
59122, 5800
59123, 908
59124, 6646
59125, 13839
59126, 3215
59127, 7637
59128, 3278
59129, 6618
59130, 12201
59131, 7892
59132, 11128
59133, 15073
59134, 10145
59135, 9117
59136, 5262
59137, 11441
59138, 2886
59139, 6482
59140, 10424
59141, 14119
59142, 8434
59143, 11996
59144, 15088
59145, 11361
59146, 7861
59147, 6924
59148, 11130
59149, 11569
59150, 5827
59151, 15976
59152, 2164
59153, 958
59154, 7945
59155, 12306
59156, 11920
59157, 12586
59158, 2341
59159, 13281
59160, 3663
59161, 13686
59162, 9963
59163, 3956
59164, 4768
59165, 7735
59166, 4126
59167, 7046
59168, 13621
59169, 2771
59170, 11301
59171, 1389
59172, 8728
59173, 7002
59174, 6654
59175, 7591
59176, 938
59177, 7924
59178, 15225
59179, 4245
59180, 11209
59181, 7761
59182, 11381
59183, 6270
59184, 661
59185, 6541
59186, 1842
59187, 2485
59188, 9492
59189, 7633
59190, 1205
59191, 13550
59192, 15121
59193, 754
59194, 12366
59195, 107
59196, 12979
59197, 4040
59198, 705
59199, 5391
59200, 8020
59201, 11678
59202, 112
59203, 13654
59204, 15339
59205, 3913
59206, 2823
59207, 6346
59208, 9332
59209, 14281
59210, 8311
59211, 6019
59212, 14102
59213, 15215
59214, 11111
59215, 3865
59216, 7188
59217, 862
59218, 1706
59219, 7006
59220, 13390
59221, 7443
59222, 11110
59223, 10929
59224, 2473
59225, 2397
59226, 12436
59227, 971
59228, 8065
59229, 10866
59230, 12815
59231, 11296
59232, 2907
59233, 3656
59234, 12815
59235, 13653
59236, 2346
59237, 8618
59238, 4709
59239, 306
59240, 3099
59241, 4199
59242, 2853
59243, 11151
59244, 11974
59245, 2928
59246, 1146
59247, 13610
59248, 5165
59249, 6625
59250, 13722
59251, 8906
59252, 12214
59253, 332
59254, 177
59255, 8609
59256, 10067
59257, 12383
59258, 14598
59259, 3561
59260, 2587
59261, 6605
59262, 915
59263, 2671
59264, 739
59265, 9003
59266, 3899
59267, 7747
59268, 3129
59269, 1857
59270, 2284
59271, 7022
59272, 14936
59273, 11980
59274, 15219
59275, 1222
59276, 3515
59277, 4177
59278, 6390
59279, 13939
59280, 3369
59281, 3741
59282, 14708
59283, 12263
59284, 13025
59285, 6078
59286, 582
59287, 11609
59288, 1762
59289, 13674
59290, 5340
59291, 9825
59292, 15697
59293, 818
59294, 9822
59295, 6686
59296, 13514
59297, 15905
59298, 7442
59299, 5390
59300, 13695
59301, 13581
59302, 14715
59303, 6384
59304, 3092
59305, 14557
59306, 8519
59307, 10545
59308, 14848
59309, 9091
59310, 14376
59311, 6330
59312, 1988
59313, 15332
59314, 13331
59315, 5266
59316, 6759
59317, 13531
59318, 7936
59319, 11970
59320, 2498
59321, 13400
59322, 7630
59323, 13232
59324, 10280
59325, 749
59326, 3120
59327, 2521
59328, 7107
59329, 978
59330, 10129
59331, 4270
59332, 14285
59333, 7417
59334, 5029
59335, 13499
59336, 15215
59337, 14745
59338, 12165
59339, 2905
59340, 12982
59341, 9102
59342, 11227
59343, 5217
59344, 12986
59345, 6368
59346, 1984
59347, 12291
59348, 12879
59349, 15789
59350, 5407
59351, 14901
59352, 770
59353, 6569
59354, 14250
59355, 6592
59356, 3256
59357, 8399
59358, 4917
59359, 1528
59360, 14558
59361, 14572
59362, 10470
59363, 2827
59364, 13871
59365, 11327
59366, 3273
59367, 8572
59368, 6168
59369, 12681
59370, 9785
59371, 2439
59372, 10319
59373, 5095
59374, 12994
59375, 5371
59376, 1577
59377, 2958
59378, 8537
59379, 3775
59380, 9972
59381, 3227
59382, 2105
59383, 9942
59384, 7
59385, 4179
59386, 6750
59387, 172
59388, 261
59389, 1036
59390, 10639
59391, 13273
59392, 9155
59393, 912
59394, 9992
59395, 12482
59396, 13303
59397, 9128
59398, 15110
59399, 10282
59400, 10474
59401, 8337
59402, 1210
59403, 2347
59404, 12726
59405, 2649
59406, 10848
59407, 8815
59408, 9663
59409, 5322
59410, 1984
59411, 1622
59412, 12881
59413, 9007
59414, 1370
59415, 3444
59416, 3920
59417, 8499
59418, 3123
59419, 11578
59420, 11396
59421, 12986
59422, 6387
59423, 5193
59424, 2663
59425, 125
59426, 11439
59427, 7371
59428, 1348
59429, 15501
59430, 14512
59431, 7458
59432, 6553
59433, 1574
59434, 12291
59435, 7414
59436, 7322
59437, 846
59438, 1430
59439, 8211
59440, 10638
59441, 1582
59442, 10149
59443, 2062
59444, 6078
59445, 8151
59446, 7478
59447, 12135
59448, 2072
59449, 7397
59450, 13220
59451, 2948
59452, 3231
59453, 5112
59454, 12140
59455, 125
59456, 9447
59457, 1238
59458, 12689
59459, 3215
59460, 10019
59461, 13515
59462, 1208
59463, 10403
59464, 12490
59465, 139
59466, 9126
59467, 4152
59468, 3372
59469, 9717
59470, 11072
59471, 12622
59472, 15766
59473, 14341
59474, 3637
59475, 593
59476, 12851
59477, 2056
59478, 11134
59479, 5686
59480, 1386
59481, 15140
59482, 4495
59483, 5703
59484, 2006
59485, 3033
59486, 2456
59487, 6590
59488, 14840
59489, 14866
59490, 1816
59491, 6400
59492, 3935
59493, 9467
59494, 5393
59495, 8048
59496, 13278
59497, 6203
59498, 6558
59499, 15588
59500, 6725
59501, 15230
59502, 14491
59503, 3474
59504, 13550
59505, 7854
59506, 3721
59507, 7019
59508, 7618
59509, 1897
59510, 11319
59511, 12167
59512, 3606
59513, 6159
59514, 9166
59515, 4256
59516, 12482
59517, 13282
59518, 804
59519, 4759
59520, 1463
59521, 7402
59522, 14407
59523, 10535
59524, 6810
59525, 15263
59526, 15045
59527, 9079
59528, 6456
59529, 5808
59530, 11717
59531, 14988
59532, 7186
59533, 8537
59534, 693
59535, 3434
59536, 8005
59537, 9086
59538, 1239
59539, 10944
59540, 4559
59541, 12230
59542, 12126
59543, 15699
59544, 7051
59545, 7419
59546, 7469
59547, 10491
59548, 417
59549, 3510
59550, 13642
59551, 2678
59552, 13949
59553, 8554
59554, 3656
59555, 10391
59556, 15213
59557, 940
59558, 1555
59559, 8590
59560, 388
59561, 15120
59562, 5801
59563, 10678
59564, 9050
59565, 14353
59566, 7680
59567, 491
59568, 7179
59569, 1325
59570, 7315
59571, 6256
59572, 11637
59573, 11242
59574, 2145
59575, 10820
59576, 15291
59577, 6027
59578, 8105
59579, 5266
59580, 8376
59581, 7031
59582, 9453
59583, 8493
59584, 2924
59585, 12398
59586, 8242
59587, 10727
59588, 7089
59589, 3339
59590, 13774
59591, 14585
59592, 15657
59593, 3099
59594, 14618
59595, 8447
59596, 12312
59597, 14720
59598, 3601
59599, 14269
59600, 844
59601, 4312
59602, 12866
59603, 11478
59604, 8623
59605, 15289
59606, 2684
59607, 15943
59608, 8362
59609, 7094
59610, 6159
59611, 8348
59612, 4189
59613, 2456
59614, 12492
59615, 14195
59616, 6936
59617, 13180
59618, 7023
59619, 334
59620, 8183
59621, 12104
59622, 6810
59623, 11556
59624, 14274
59625, 11116
59626, 882
59627, 4694
59628, 6989
59629, 15158
59630, 3168
59631, 4875
59632, 7174
59633, 15697
59634, 6898
59635, 12916
59636, 6445
59637, 9069
59638, 6124
59639, 8998
59640, 7893
59641, 9789
59642, 15757
59643, 14044
59644, 6528
59645, 2960
59646, 9246
59647, 11059
59648, 5978
59649, 1938
59650, 11428
59651, 12717
59652, 11649
59653, 7371
59654, 11279
59655, 11505
59656, 9545
59657, 14339
59658, 4310
59659, 2401
59660, 14074
59661, 5466
59662, 9180
59663, 3265
59664, 9059
59665, 838
59666, 5872
59667, 10850
59668, 516
59669, 54
59670, 15624
59671, 3106
59672, 9200
59673, 9167
59674, 14882
59675, 10949
59676, 9411
59677, 5509
59678, 8315
59679, 10669
59680, 9839
59681, 13218
59682, 11209
59683, 7639
59684, 7943
59685, 3829
59686, 11601
59687, 10859
59688, 12876
59689, 13110
59690, 3046
59691, 7182
59692, 3853
59693, 9383
59694, 7813
59695, 4037
59696, 9030
59697, 9890
59698, 13034
59699, 15174
59700, 12342
59701, 9199
59702, 6824
59703, 4253
59704, 1866
59705, 8549
59706, 530
59707, 13652
59708, 10383
59709, 5683
59710, 15321
59711, 9947
59712, 14732
59713, 2780
59714, 2078
59715, 5578
59716, 9074
59717, 3356
59718, 13275
59719, 11601
59720, 6253
59721, 9724
59722, 1478
59723, 12923
59724, 12814
59725, 14613
59726, 12217
59727, 14830
59728, 5608
59729, 9683
59730, 7023
59731, 14494
59732, 13552
59733, 15563
59734, 11389
59735, 10227
59736, 9906
59737, 4881
59738, 2027
59739, 14244
59740, 12654
59741, 3695
59742, 965
59743, 3713
59744, 7016
59745, 12339
59746, 13436
59747, 11129
59748, 14936
59749, 13396
59750, 9885
59751, 1196
59752, 15508
59753, 14405
59754, 2229
59755, 5683
59756, 13614
59757, 15105
59758, 4977
59759, 11588
59760, 11852
59761, 9774
59762, 15899
59763, 6593
59764, 4145
59765, 14914
59766, 3990
59767, 2292
59768, 3168
59769, 13704
59770, 8093
59771, 10198
59772, 13338
59773, 565
59774, 2450
59775, 9882
59776, 12165
59777, 14081
59778, 14510
59779, 1177
59780, 13947
59781, 12114
59782, 2485
59783, 2128
59784, 2677
59785, 15897
59786, 9777
59787, 14838
59788, 3775
59789, 2041
59790, 3990
59791, 3635
59792, 15744
59793, 5591
59794, 14113
59795, 14126
59796, 15922
59797, 9490
59798, 11422
59799, 7357
59800, 10409
59801, 15485
59802, 8976
59803, 6863
59804, 6606
59805, 9838
59806, 15283
59807, 2407
59808, 1771
59809, 7954
59810, 4864
59811, 1098
59812, 3
59813, 12188
59814, 958
59815, 7669
59816, 13101
59817, 4878
59818, 1949
59819, 3824
59820, 12691
59821, 9681
59822, 10548
59823, 11547
59824, 11460
59825, 3497
59826, 6952
59827, 15720
59828, 6304
59829, 3449
59830, 9834
59831, 6149
59832, 6707
59833, 1758
59834, 14437
59835, 1757
59836, 6373
59837, 9980
59838, 7279
59839, 12973
59840, 11571
59841, 13493
59842, 14923
59843, 11662
59844, 9663
59845, 8211
59846, 8510
59847, 15342
59848, 1068
59849, 15594
59850, 6416
59851, 2144
59852, 7651
59853, 14894
59854, 14314
59855, 2905
59856, 8322
59857, 14844
59858, 12973
59859, 9045
59860, 15314
59861, 1631
59862, 7975
59863, 6640
59864, 13655
59865, 2189
59866, 10866
59867, 2664
59868, 12679
59869, 2099
59870, 13046
59871, 15399
59872, 1876
59873, 6941
59874, 6800
59875, 3289
59876, 3836
59877, 1797
59878, 14933
59879, 8849
59880, 699
59881, 2017
59882, 4131
59883, 8910
59884, 13375
59885, 15071
59886, 1676
59887, 3254
59888, 5796
59889, 15507
59890, 9470
59891, 10142
59892, 8726
59893, 12831
59894, 13803
59895, 697
59896, 3404
59897, 2496
59898, 3460
59899, 933
59900, 1937
59901, 2778
59902, 10416
59903, 12466
59904, 8009
59905, 6809
59906, 7574
59907, 14991
59908, 8179
59909, 7363
59910, 11823
59911, 2434
59912, 8303
59913, 9278
59914, 2678
59915, 12171
59916, 10347
59917, 8700
59918, 6624
59919, 2134
59920, 12548
59921, 9793
59922, 5787
59923, 5533
59924, 9349
59925, 9349
59926, 5819
59927, 8202
59928, 15300
59929, 13627
59930, 19
59931, 1205
59932, 7029
59933, 2169
59934, 15784
59935, 296
59936, 11456
59937, 8322
59938, 639
59939, 12232
59940, 6622
59941, 5983
59942, 9112
59943, 8003
59944, 3256
59945, 12512
59946, 6099
59947, 2171
59948, 13799
59949, 15070
59950, 11995
59951, 3587
59952, 9846
59953, 806
59954, 2983
59955, 10316
59956, 8269
59957, 5742
59958, 7927
59959, 8329
59960, 6540
59961, 13084
59962, 5590
59963, 9441
59964, 2078
59965, 4012
59966, 11319
59967, 377
59968, 6080
59969, 5217
59970, 4563
59971, 2027
59972, 12834
59973, 3892
59974, 12780
59975, 8966
59976, 10949
59977, 6350
59978, 14571
59979, 4014
59980, 2811
59981, 11238
59982, 13237
59983, 10339
59984, 14882
59985, 7957
59986, 11361
59987, 2200
59988, 10984
59989, 15197
59990, 9992
59991, 1250
59992, 7906
59993, 1992
59994, 11430
59995, 12200
59996, 10284
59997, 12147
59998, 15472
59999, 14493
60000, 15739
60001, 7209
60002, 6923
60003, 9692
60004, 7582
60005, 10765
60006, 10072
60007, 11947
60008, 13058
60009, 10828
60010, 4708
60011, 1473
60012, 7756
60013, 15544
60014, 14580
60015, 12356
60016, 2084
60017, 15371
60018, 3443
60019, 5390
60020, 7738
60021, 6744
60022, 9014
60023, 12165
60024, 15137
60025, 15801
60026, 9232
60027, 2295
60028, 13600
60029, 15922
60030, 11606
60031, 3876
60032, 14310
60033, 8666
60034, 1090
60035, 15873
60036, 383
60037, 10871
60038, 12125
60039, 2933
60040, 7479
60041, 2804
60042, 596
60043, 259
60044, 9420
60045, 8955
60046, 6001
60047, 8189
60048, 10760
60049, 10234
60050, 7958
60051, 6586
60052, 13274
60053, 3180
60054, 2672
60055, 13016
60056, 3841
60057, 15822
60058, 7751
60059, 12977
60060, 7711
60061, 7912
60062, 11385
60063, 8236
60064, 5325
60065, 9092
60066, 12545
60067, 3871
60068, 12641
60069, 6464
60070, 981
60071, 12374
60072, 10261
60073, 12468
60074, 13821
60075, 14524
60076, 9137
60077, 9176
60078, 5243
60079, 14553
60080, 1443
60081, 3581
60082, 15067
60083, 130
60084, 3502
60085, 7489
60086, 1670
60087, 9213
60088, 9654
60089, 11180
60090, 2870
60091, 9350
60092, 11408
60093, 5254
60094, 7285
60095, 10450
60096, 1386
60097, 8044
60098, 14572
60099, 14969
60100, 11549
60101, 3125
60102, 9500
60103, 13123
60104, 12485
60105, 15853
60106, 15899
60107, 9468
60108, 9752
60109, 5589
60110, 9101
60111, 2390
60112, 12987
60113, 15697
60114, 10081
60115, 3788
60116, 3089
60117, 14013
60118, 7657
60119, 8707
60120, 11460
60121, 6043
60122, 7966
60123, 9249
60124, 1581
60125, 1829
60126, 13472
60127, 1314
60128, 15758
60129, 918
60130, 12623
60131, 4291
60132, 2662
60133, 9061
60134, 14477
60135, 2079
60136, 6599
60137, 8242
60138, 2262
60139, 3481
60140, 8995
60141, 8344
60142, 6669
60143, 10916
60144, 14796
60145, 7557
60146, 3947
60147, 10707
60148, 8011
60149, 14486
60150, 2835
60151, 3948
60152, 9834
60153, 1613
60154, 2618
60155, 7837
60156, 396
60157, 4246
60158, 15899
60159, 15633
60160, 6463
60161, 11877
60162, 1598
60163, 3525
60164, 3264
60165, 5590
60166, 3086
60167, 9135
60168, 628
60169, 8564
60170, 14819
60171, 2736
60172, 13627
60173, 13115
60174, 14087
60175, 10515
60176, 12258
60177, 9834
60178, 9706
60179, 3225
60180, 8519
60181, 8462
60182, 4881
60183, 979
60184, 8768
60185, 4375
60186, 14189
60187, 1935
60188, 10098
60189, 8876
60190, 15483
60191, 9175
60192, 14791
60193, 15180
60194, 3395
60195, 3077
60196, 9126
60197, 8915
60198, 15147
60199, 13469
60200, 10791
60201, 6089
60202, 10478
60203, 12478
60204, 9613
60205, 12138
60206, 12091
60207, 9199
60208, 11151
60209, 13526
60210, 15723
60211, 5669
60212, 3954
60213, 7755
60214, 7283
60215, 8267
60216, 10180
60217, 12542
60218, 1766
60219, 7053
60220, 13611
60221, 15045
60222, 13129
60223, 6493
60224, 1021
60225, 6965
60226, 7967
60227, 5279
60228, 5183
60229, 9087
60230, 11469
60231, 7607
60232, 7903
60233, 6287
60234, 4146
60235, 9778
60236, 12901
60237, 7444
60238, 6925
60239, 13158
60240, 7137
60241, 12361
60242, 14418
60243, 10506
60244, 14524
60245, 8213
60246, 9311
60247, 15300
60248, 10256
60249, 11113
60250, 11181
60251, 9917
60252, 3915
60253, 9418
60254, 8363
60255, 14866
60256, 832
60257, 7286
60258, 9563
60259, 9540
60260, 5733
60261, 14062
60262, 633
60263, 6191
60264, 14970
60265, 3419
60266, 13285
60267, 8493
60268, 15265
60269, 13042
60270, 2227
60271, 13788
60272, 8237
60273, 11886
60274, 10228
60275, 10150
60276, 478
60277, 4855
60278, 2896
60279, 11424
60280, 9794
60281, 6055
60282, 13370
60283, 15857
60284, 14576
60285, 10600
60286, 13549
60287, 984
60288, 10436
60289, 9731
60290, 984
60291, 1465
60292, 2513
60293, 5831
60294, 938
60295, 10052
60296, 10099
60297, 4270
60298, 2745
60299, 14290
60300, 5968
60301, 13238
60302, 15082
60303, 15346
60304, 4047
60305, 9319
60306, 1054
60307, 13400
60308, 7400
60309, 1487
60310, 1532
60311, 11607
60312, 12825
60313, 11451
60314, 13076
60315, 13914
60316, 5926
60317, 8104
60318, 10439
60319, 9082
60320, 12002
60321, 14615
60322, 11665
60323, 11494
60324, 6697
60325, 10793
60326, 310
60327, 15746
60328, 13209
60329, 9568
60330, 15766
60331, 5891
60332, 3924
60333, 8025
60334, 13425
60335, 11986
60336, 13380
60337, 8328
60338, 3933
60339, 8618
60340, 13642
60341, 8796
60342, 6446
60343, 8936
60344, 2005
60345, 15219
60346, 3063
60347, 4516
60348, 13751
60349, 15375
60350, 15907
60351, 6000
60352, 9018
60353, 5396
60354, 6811
60355, 7133
60356, 4790
60357, 12298
60358, 260
60359, 10012
60360, 1069
60361, 10118
60362, 15223
60363, 13679
60364, 6882
60365, 9490
60366, 9053
60367, 3575
60368, 8066
60369, 10202
60370, 15780
60371, 13990
60372, 15022
60373, 3302
60374, 1180
60375, 15616
60376, 9688
60377, 7571
60378, 12634
60379, 7999
60380, 12221
60381, 2300
60382, 7502
60383, 1829
60384, 6866
60385, 306
60386, 15633
60387, 108
60388, 8227
60389, 4697
60390, 10006
60391, 13278
60392, 11275
60393, 7315
60394, 5152
60395, 11467
60396, 1342
60397, 1977
60398, 1180
60399, 13687
60400, 13137
60401, 10603
60402, 6731
60403, 14815
60404, 14449
60405, 14283
60406, 7908
60407, 9653
60408, 59
60409, 15624
60410, 9475
60411, 14531
60412, 781
60413, 1740
60414, 9213
60415, 9144
60416, 8939
60417, 6666
60418, 3431
60419, 6314
60420, 7903
60421, 15375
60422, 6941
60423, 10580
60424, 5884
60425, 5589
60426, 1233
60427, 3201
60428, 1021
60429, 569
60430, 10960
60431, 6950
60432, 147
60433, 7708
60434, 13833
60435, 12317
60436, 11395
60437, 15011
60438, 15539
60439, 766
60440, 15106
60441, 2468
60442, 11656
60443, 13091
60444, 8832
60445, 2679
60446, 11413
60447, 10409
60448, 11143
60449, 5028
60450, 850
60451, 353
60452, 3473
60453, 14848
60454, 971
60455, 14739
60456, 1541
60457, 10288
60458, 1361
60459, 13904
60460, 14616
60461, 5327
60462, 12368
60463, 9579
60464, 5629
60465, 2283
60466, 1841
60467, 3366
60468, 5779
60469, 14854
60470, 11768
60471, 2800
60472, 15604
60473, 8091
60474, 10456
60475, 7713
60476, 15019
60477, 13226
60478, 15812
60479, 6399
60480, 9970
60481, 12213
60482, 8101
60483, 3355
60484, 14029
60485, 1359
60486, 3240
60487, 7254
60488, 12032
60489, 7818
60490, 8472
60491, 1756
60492, 14915
60493, 11283
60494, 8876
60495, 14844
60496, 4865
60497, 7450
60498, 12789
60499, 6857
60500, 12663
60501, 9076
60502, 6032
60503, 388
60504, 7405
60505, 9970
60506, 6827
60507, 5591
60508, 4095
60509, 1948
60510, 14724
60511, 6601
60512, 3813
60513, 3948
60514, 13555
60515, 10015
60516, 15430
60517, 5876
60518, 6976
60519, 11449
60520, 541
60521, 6075
60522, 323
60523, 1386
60524, 7128
60525, 7096
60526, 9777
60527, 11797
60528, 7315
60529, 11503
60530, 8702
60531, 7277
60532, 10108
60533, 5791
60534, 3263
60535, 2944
60536, 1092
60537, 13829
60538, 12939
60539, 3962
60540, 1958
60541, 3833
60542, 6084
60543, 584
60544, 9395
60545, 5405
60546, 7883
60547, 3903
60548, 2448
60549, 6324
60550, 9455
60551, 10568
60552, 261
60553, 4983
60554, 14522
60555, 5268
60556, 12206
60557, 5668
60558, 11732
60559, 3249
60560, 9428
60561, 11527
60562, 15342
60563, 5116
60564, 5927
60565, 2373
60566, 14129
60567, 948
60568, 15669
60569, 2902
60570, 4271
60571, 12942
60572, 551
60573, 2177
60574, 11224
60575, 3059
60576, 11539
60577, 14451
60578, 6162
60579, 2902
60580, 12826
60581, 10770
60582, 7698
60583, 3661
60584, 5405
60585, 4965
60586, 13280
60587, 15018
60588, 11420
60589, 9781
60590, 9216
60591, 3982
60592, 13605
60593, 2157
60594, 4933
60595, 1811
60596, 14629
60597, 2616
60598, 10361
60599, 12028
60600, 5085
60601, 11751
60602, 3646
60603, 15227
60604, 9298
60605, 15421
60606, 2866
60607, 15863
60608, 8992
60609, 14389
60610, 13854
60611, 7253
60612, 11324
60613, 14909
60614, 7196
60615, 14067
60616, 9189
60617, 10750
60618, 12204
60619, 9083
60620, 11485
60621, 903
60622, 6112
60623, 9688
60624, 6200
60625, 1850
60626, 8573
60627, 6128
60628, 9033
60629, 5394
60630, 218
60631, 11318
60632, 6776
60633, 6653
60634, 13585
60635, 3243
60636, 15399
60637, 13062
60638, 11534
60639, 14413
60640, 8462
60641, 14146
60642, 10190
60643, 303
60644, 12434
60645, 15375
60646, 9604
60647, 1773
60648, 1959
60649, 13335
60650, 14112
60651, 861
60652, 5707
60653, 7461
60654, 13228
60655, 4694
60656, 2732
60657, 10789
60658, 13811
60659, 15073
60660, 6164
60661, 2928
60662, 5703
60663, 5606
60664, 14434
60665, 14634
60666, 598
60667, 15472
60668, 9891
60669, 2721
60670, 6947
60671, 7920
60672, 6087
60673, 10895
60674, 15971
60675, 10623
60676, 15358
60677, 8469
60678, 6363
60679, 6349
60680, 2741
60681, 13516
60682, 8742
60683, 15640
60684, 3814
60685, 6395
60686, 4991
60687, 2948
60688, 9931
60689, 10878
60690, 5320
60691, 7491
60692, 5805
60693, 9764
60694, 13472
60695, 7947
60696, 13675
60697, 532
60698, 15003
60699, 3226
60700, 15300
60701, 7553
60702, 10933
60703, 13114
60704, 6913
60705, 14485
60706, 8590
60707, 802
60708, 7693
60709, 7734
60710, 8797
60711, 11403
60712, 1867
60713, 7531
60714, 8519
60715, 469
60716, 7913
60717, 14220
60718, 14310
60719, 2949
60720, 124
60721, 1045
60722, 10449
60723, 8144
60724, 11042
60725, 6504
60726, 8843
60727, 13311
60728, 11019
60729, 8213
60730, 3374
60731, 9195
60732, 3871
60733, 8834
60734, 11649
60735, 628
60736, 7501
60737, 7292
60738, 14492
60739, 11019
60740, 1243
60741, 938
60742, 5790
60743, 14605
60744, 12356
60745, 4867
60746, 12522
60747, 10913
60748, 13305
60749, 3826
60750, 7927
60751, 7579
60752, 6126
60753, 8742
60754, 14204
60755, 1683
60756, 10738
60757, 13974
60758, 5626
60759, 15219
60760, 565
60761, 864
60762, 3073
60763, 10202
60764, 3622
60765, 12280
60766, 5585
60767, 4094
60768, 3891
60769, 10304
60770, 13874
60771, 866
60772, 9126
60773, 12469
60774, 13196
60775, 1192
60776, 11534
60777, 1603
60778, 3379
60779, 12783
60780, 15375
60781, 7368
60782, 13492
60783, 6592
60784, 15141
60785, 10779
60786, 12012
60787, 3356
60788, 10265
60789, 3034
60790, 15910
60791, 9559
60792, 5289
60793, 5152
60794, 219
60795, 3849
60796, 2117
60797, 4020
60798, 2632
60799, 7768
60800, 14486
60801, 3486
60802, 2978
60803, 1608
60804, 5342
60805, 2377
60806, 3219
60807, 99
60808, 12307
60809, 6843
60810, 8744
60811, 9372
60812, 6351
60813, 6351
60814, 10733
60815, 10172
60816, 14016
60817, 8162
60818, 13214
60819, 532
60820, 10737
60821, 6888
60822, 9931
60823, 10366
60824, 7388
60825, 9284
60826, 10182
60827, 9759
60828, 1779
60829, 36
60830, 3313
60831, 12873
60832, 6209
60833, 5393
60834, 9681
60835, 4047
60836, 1738
60837, 3086
60838, 3027
60839, 13490
60840, 1378
60841, 10914
60842, 3510
60843, 7759
60844, 11986
60845, 8481
60846, 1974
60847, 6731
60848, 10546
60849, 4131
60850, 13319
60851, 3351
60852, 5391
60853, 2324
60854, 10287
60855, 2908
60856, 9339
60857, 12245
60858, 8167
60859, 7204
60860, 9434
60861, 11361
60862, 14215
60863, 8102
60864, 13643
60865, 6810
60866, 13643
60867, 3894
60868, 964
60869, 13093
60870, 3769
60871, 3205
60872, 15907
60873, 15110
60874, 1897
60875, 9995
60876, 11324
60877, 8782
60878, 3331
60879, 882
60880, 6603
60881, 13443
60882, 9303
60883, 12029
60884, 14638
60885, 3323
60886, 11700
60887, 9745
60888, 12289
60889, 13965
60890, 6613
60891, 9013
60892, 9920
60893, 9203
60894, 167
60895, 6600
60896, 6347
60897, 5776
60898, 14482
60899, 5853
60900, 7899
60901, 6657
60902, 8987
60903, 11668
60904, 13953
60905, 15667
60906, 9657
60907, 8468
60908, 5698
60909, 8494
60910, 10492
60911, 5115
60912, 8923
60913, 8840
60914, 12668
60915, 13426
60916, 12463
60917, 10319
60918, 1685
60919, 6345
60920, 3098
60921, 8437
60922, 7063
60923, 9563
60924, 7949
60925, 6384
60926, 11069
60927, 113
60928, 6147
60929, 8457
60930, 6685
60931, 3110
60932, 662
60933, 8854
60934, 12834
60935, 14066
60936, 7790
60937, 4993
60938, 11864
60939, 8608
60940, 14540
60941, 7627
60942, 1992
60943, 7786
60944, 11279
60945, 7603
60946, 2429
60947, 7248
60948, 12062
60949, 1809
60950, 14232
60951, 3715
60952, 11116
60953, 13176
60954, 1747
60955, 55
60956, 13590
60957, 3112
60958, 15102
60959, 11836
60960, 13044
60961, 7157
60962, 7631
60963, 9754
60964, 15301
60965, 4869
60966, 750
60967, 10017
60968, 676
60969, 3632
60970, 395
60971, 5718
60972, 3932
60973, 6691
60974, 3388
60975, 1607
60976, 8718
60977, 12307
60978, 11017
60979, 3120
60980, 7242
60981, 3688
60982, 4089
60983, 11864
60984, 14800
60985, 6743
60986, 15483
60987, 3235
60988, 8327
60989, 9468
60990, 15322
60991, 7591
60992, 5323
60993, 14131
60994, 12592
60995, 11693
60996, 15995
60997, 10405
60998, 6836
60999, 11247
61000, 2881
61001, 11824
61002, 12499
61003, 7956
61004, 8967
61005, 837
61006, 4843
61007, 1912
61008, 516
61009, 5453
61010, 13508
61011, 5668
61012, 2647
61013, 15618
61014, 11192
61015, 12472
61016, 6306
61017, 5805
61018, 10550
61019, 6458
61020, 9433
61021, 15152
61022, 2434
61023, 12780
61024, 3699
61025, 9776
61026, 3585
61027, 7989
61028, 1910
61029, 1211
61030, 11835
61031, 15982
61032, 1090
61033, 9663
61034, 13091
61035, 9931
61036, 8097
61037, 388
61038, 12727
61039, 11030
61040, 10299
61041, 13413
61042, 12995
61043, 6875
61044, 1531
61045, 779
61046, 9304
61047, 7289
61048, 14974
61049, 1634
